_id,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_top_sample,lat,long,sampling_location,DESCRIPTION,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa7f"")",1940-06-26T00:00:00.000,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,4.76,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa80"")",1957-07-25T00:00:00.000,0,0,0,93,18.55,0,0,0,0,0,0,0,0,0,4.1,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa81"")",1960-08-17T00:00:00.000,0,0,0,1100,15.4,0,0,0,0,0,0,0,0,0,2.5,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa82"")",1923-09-28T00:00:00.000,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,2.56,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa83"")",1955-06-15T00:00:00.000,0,0,0,43,13.3,0,0,0,0,0,0,0,0,0,4.2,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa84"")",1958-09-09T00:00:00.000,0,0,0,460,16.45,0,0,0,0,0,0,0,0,0,4.8,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa85"")",1961-08-30T00:00:00.000,0,0,0,75,14.35,0,0,0,0,0,0,0,0,0,2.3,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa86"")",1964-08-05T00:00:00.000,0,0,0,460,18.2,0,0,0,0,0,0,0,0,0,3.6,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa87"")",1997-08-18T00:00:00.000,0.252,0,0,0,15.71,4.57,0.514,0,0,25,0.22,7.31,7.36,230,5.22,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa88"")",1944-08-23T00:00:00.000,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,2.57,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa89"")",1939-09-06T00:00:00.000,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,3.52,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa8a"")",1983-10-11T00:00:00.000,0,2,0,22000,20.3,0,0,0,0,0,0,0,0,0,4.3,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa8b"")",1983-10-11T00:00:00.000,0,2,0,22000,20.3,0,0,0,0,0,0,0,0,0,4.3,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa8c"")",1945-08-20T00:00:00.000,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,2.8,0,40.878055,-73.923884,H1,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa8d"")",2007-09-19T00:00:00.000,0.269,0,0,0,0,0,0.246,2.83,1,7,0.15,7.65,0,8,0,0,40.581667,-73.931333,J11,Sheepshead Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa8e"")",1989-08-10T00:00:00.000,0.005,0,0,460,28.8,0,0.084,0,0,0,0.13,8.12,7.98,17,6.9,0,40.581667,-73.931333,J11,Sheepshead Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa8f"")",2013-06-05T00:00:00.000,0.242,0,0,0,29.31,7.93,0.165,3.3,6,8,0.091,7.84,7.87,102,8.09,0,40.581667,-73.931333,J11,Sheepshead Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa90"")",2016-02-02T00:00:00.000,0.096,0,0,0,29.59,0,0.271,1.7,3,16,0.06,8.01,8.02,62,11.52,0,40.581667,-73.931333,J11,Sheepshead Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa91"")",2007-06-05T00:00:00.000,0.13,0,0,0,28.68,4.59,0.054,3.2,2,7.75,0.106,7.79,7.81,156,6.39,0,40.581667,-73.931333,J11,Sheepshead Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa92"")",1998-05-18T00:00:00.000,0.187,0,0,0,25.45,0,0.218,0,0,9,0.138,8.06,7.91,0,9.52,0,40.581667,-73.931333,J11,Sheepshead Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa93"")",2015-08-06T00:00:00.000,0.16,0,249.924,0,30.43,5.6,0.097,1.94,1,17,0.084,7.76,7.75,57,6.61,251.074,40.581667,-73.931333,J11,Sheepshead Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa94"")",1969-06-17T00:00:00.000,0,3.3,0,7900,22.7,0,0,0,0,0,0,0,0,0,4.2,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa95"")",2004-05-26T00:00:00.000,0.273,0,0,0,21.57,0,0.447,3.87,117,6.4,0.162,7.62,7.64,151,5.99,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa96"")",1992-01-07T00:00:00.000,0.47,1.8,0,0,24.5,0,0.58,0,0,13,0.14,7.97,7.85,0,9.91,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa97"")",2009-07-01T00:00:00.000,0.268,0,0,0,0,0,0.396,3.7,8,18.6,0.146,0,0,20,5.49,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa98"")",1991-07-23T00:00:00.000,0.65,1,0,0,26.6,0,0.41,0,0,12,0.22,0,0,118,3.7,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa99"")",2013-08-13T00:00:00.000,0.22,0,0,0,25.57,3.04,0.228,3.9,20,14,0.154,7.69,7.65,8,4.57,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa9a"")",1983-08-02T00:00:00.000,0,2.4,0,2300,27.6,0,0,0,0,0,0,0,0,0,4.4,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa9b"")",1983-08-02T00:00:00.000,0,2.4,0,2300,27.6,0,0,0,0,0,0,0,0,0,4.4,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa9c"")",2009-09-30T00:00:00.000,0.486,0,68.05,0,26.48,5.42,0.634,4,2,1.6,0.196,7.52,7.59,46,5.98,72.793,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa9d"")",1965-07-20T00:00:00.000,0,0,0,17,29.4,0,0,0,0,0,0,0,0,0,4.1,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa9e"")",1984-09-13T00:00:00.000,0,3.7,0,450,26.8,0,0,0,0,0,0,0,0,0,6.1,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fa9f"")",1984-09-13T00:00:00.000,0,3.7,0,450,26.8,0,0,0,0,0,0,0,0,0,6.1,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa0"")",1920-09-03T00:00:00.000,0,0,0,0,23.45,0,0,0,0,0,0,0,0,0,7.2,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa1"")",1993-08-23T00:00:00.000,0.58,1.8,0,0,0,0,0.48,0,0,30,0.24,7.45,7.44,8,3.58,0,40.508833,-74.258833,K5,Tottenville,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa2"")",2000-08-15T00:00:00.000,0.338,0,0,0,23.92,6.05,0.409,3.91,0,3.4,0.147,7.17,7.31,440,5.14,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa3"")",2003-09-10T00:00:00.000,0.566,0,0,0,0,0,0.49,3.58,5,11.2,0.22,7.26,7.54,4,5.83,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa4"")",1991-06-13T00:00:00.000,0.34,0.9,0,1300,0,0,0.21,0,0,22,0.14,0,0,200,6.1,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa5"")",1954-06-08T00:00:00.000,0,0,0,23,21.35,0,0,0,0,0,0,0,0,0,5.4,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa6"")",1911-10-04T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa7"")",1959-08-25T00:00:00.000,0,0,0,460,28.7,0,0,0,0,0,0,0,0,0,2,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa8"")",2006-06-21T00:00:00.000,0.318,0,0,0,0,0,0.364,3.77,1,20.5,0.13,0,0,8,6.7,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faa9"")",1970-06-30T00:00:00.000,0,4,0,130000,27,0,0,0,0,0,0,0,0,0,4.4,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faaa"")",1934-09-06T00:00:00.000,0,0,0,0,26.25,0,0,0,0,0,0,0,0,0,1.97,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faab"")",1995-11-01T00:00:00.000,0.39,0,0,0,25.94,0,0.86,0,0,8,0.19,7.53,7.5,0,6.33,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faac"")",1966-09-13T00:00:00.000,0,0,0,2400,26.6,0,0,0,0,0,0,0,0,0,3.7,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faad"")",2001-07-18T00:00:00.000,0.378,0,0,0,24.95,0,0.388,2.55,24,11.8,0.175,7.63,7.76,80,6.2,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faae"")",2006-04-05T00:00:00.000,0.382,0,0,0,0,0,0.325,3.22,18,19,0.088,7.84,7.94,30,9.99,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faaf"")",2002-07-31T00:00:00.000,0.392,0,0,0,30.9,6.22,0.345,3.6,0,32.4,0.198,7.5,7.66,15,4.96,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab0"")",2004-06-30T00:00:00.000,0.321,0,0,0,23.08,0,0.276,0,4,10.8,0.111,7.34,7.44,500,6.56,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab1"")",1929-08-28T00:00:00.000,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,3.54,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab2"")",2012-12-11T00:00:00.000,0.391,0,100.324,0,24.56,8.11,0.416,2.3,12,16,0.159,7.66,7.68,42,8.75,112.843,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab3"")",1924-06-24T00:00:00.000,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5.4,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab4"")",1958-07-08T00:00:00.000,0,0,0,460,25.55,0,0,0,0,0,0,0,0,0,3.8,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab5"")",1966-08-09T00:00:00.000,0,0,0,490,25.9,0,0,0,0,0,0,0,0,0,4.2,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab6"")",2014-04-02T00:00:00.000,0.396,0,0,0,19.5,11.17,0.562,3.2,52,21,0.085,7.65,7.72,68,11.52,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab7"")",2008-09-17T00:00:00.000,0.404,0,0,0,26.56,5.08,0.366,3.9,1,19.2,0.182,7.3,7.41,4,6.31,0,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab8"")",2016-08-10T00:00:00.000,0.401,0,198.52,0,28.58,5.29,0.309,3.23,1,13,0.097,7.46,7.65,8,5.06,203.77,40.651112,-74.081945,K1,St. George,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fab9"")",1953-07-28T00:00:00.000,0,0,0,9,25.9,0,0,0,0,0,0,0,0,0,2.1,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faba"")",2016-06-21T00:00:00.000,0.225,0,284.31,0,26.37,7.2,0.226,2.29,1,19,0.042,7.7,7.71,4,7.02,282.31,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fabb"")",1947-08-26T00:00:00.000,0,0,0,0,23.8,0,0,0,0,0,0,0,0,0,1.9,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fabc"")",1955-08-29T00:00:00.000,0,0,0,1100,24.85,0,0,0,0,0,0,0,0,0,2.6,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fabd"")",1964-06-30T00:00:00.000,0,0,0,1100,26.95,0,0,0,0,0,0,0,0,0,3.8,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fabe"")",1996-07-30T00:00:00.000,0.279,0,0,130,25.85,6.1,0.225,0,0,26,0.108,7.66,7.72,32,6.86,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fabf"")",1968-08-21T00:00:00.000,0,2.8,0,540000,26.3,0,0,0,0,0,0,0,0,0,4.2,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac0"")",1961-07-27T00:00:00.000,0,0,0,1100,30.1,0,0,0,0,0,0,0,0,0,4.3,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac1"")",1982-07-06T00:00:00.000,0,3.3,0,2000,24.4,0,0,0,0,0,0,0,0,0,6.6,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac2"")",1982-07-06T00:00:00.000,0,3.3,0,2000,24.4,0,0,0,0,0,0,0,0,0,6.6,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac3"")",2008-07-30T00:00:00.000,0.234,0,0,0,26.51,5.26,0.322,4.6,4,11.2,0.139,7.56,7.6,0,6.18,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac4"")",2015-01-07T00:00:00.000,0.306,0,103.672,0,28.65,1.53,0.207,2.46,27,11,0.042,7.8,8,75,9.43,106.048,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac5"")",2007-09-20T00:00:00.000,0.27,0,0,0,0,0,0.541,3.4,3,6,0.152,7.51,0,28,0,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac6"")",1971-08-04T00:00:00.000,0,3.9,0,540000,26.5,0,0,0,0,0,0,0,0,0,4.2,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac7"")",1947-07-17T00:00:00.000,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3.8,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac8"")",1949-07-07T00:00:00.000,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,2.3,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fac9"")",1965-09-07T00:00:00.000,0,0,0,2200,28.35,0,0,0,0,0,0,0,0,0,5.4,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faca"")",1955-08-04T00:00:00.000,0,0,0,1100,30.8,0,0,0,0,0,0,0,0,0,3.1,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0facb"")",1997-08-14T00:00:00.000,0.34,0,0,0,27.88,4.4,0.324,0,0,22,0.218,7.38,7.52,69,5.3,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0facc"")",1946-09-10T00:00:00.000,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,3.7,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0facd"")",1959-08-11T00:00:00.000,0,0,0,1100,26.25,0,0,0,0,0,0,0,0,0,1.8,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0face"")",2014-06-04T00:00:00.000,0.277,0,189.997,0,28.01,7.32,0.271,2.95,4,10,0.108,7.75,7.72,84,7.09,188.168,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0facf"")",2016-10-25T00:00:00.000,0.408,0,247.29,0,28.03,6.5,0.552,2.63,8,11,0.159,7.8,7.83,32,6.86,237.81,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad0"")",2012-05-30T00:00:00.000,0.326,0,0,0,28.31,7.6,0.355,2.38,20,5,0.096,7.56,0,108,0,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad1"")",1965-07-13T00:00:00.000,0,0,0,1100,29.75,0,0,0,0,0,0,0,0,0,3.7,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad2"")",2004-03-03T00:00:00.000,0.371,0,0,0,0,0,0.44,2.93,0,9.6,0.096,0,0,48,10.86,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad3"")",2000-02-15T00:00:00.000,0.49,0,0,0,28.13,11.83,0.441,0,0,11.6,0.118,7.62,7.59,0,10.41,0,40.664667,-74.051333,N6,"Buoy ""31""",,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad4"")",1947-06-17T00:00:00.000,0,0,0,0,10.15,0,0,0,0,0,0,0,0,0,4.8,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad5"")",1994-07-26T00:00:00.000,0.24,1.4,0,500,0,0,0.41,0,0,17,0.14,7.58,7.45,116,4.46,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad6"")",1940-08-01T00:00:00.000,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,2.75,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad7"")",1971-08-25T00:00:00.000,0,1.7,0,17000,16.1,0,0,0,0,0,0,0,0,0,2.3,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad8"")",1956-08-15T00:00:00.000,0,0,0,23,17.15,0,0,0,0,0,0,0,0,0,2.5,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fad9"")",1956-06-27T00:00:00.000,0,0,0,43,16.8,0,0,0,0,0,0,0,0,0,2.2,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fada"")",1935-09-13T00:00:00.000,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,1.88,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fadb"")",1987-07-08T00:00:00.000,0.21,2.1,0,2300,0,0,0.62,0,0,0,0.11,7.41,7.3,120,4.2,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fadc"")",1982-08-04T00:00:00.000,0,2.2,0,3300,20.6,0,0,0,0,0,0,0,0,0,3.5,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fadd"")",1982-08-04T00:00:00.000,0,2.2,0,3300,20.6,0,0,0,0,0,0,0,0,0,3.5,0,40.879447,-73.930268,N2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fade"")",2016-09-19T00:00:00.000,0.248,0,201.71,0,26.02,4.7,0.422,2.45,108,11,0.201,7.51,7.53,260,4.86,204.56,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fadf"")",2014-02-24T00:00:00.000,0.155,0,0,0,0,0,0.11,3.43,4,25,0.13,0,0,2,13.39,0,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae0"")",1989-07-24T00:00:00.000,0,0,0,3300,24,0,0.28,0,0,0,0.17,7.37,7.34,40,3.8,0,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae1"")",1995-01-04T00:00:00.000,0.69,0,0,0,23.91,0,0.58,0,0,21,0.19,7.36,7.44,0,9.13,0,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae2"")",2008-06-09T00:00:00.000,0.603,0,0,0,23.6,5.47,0.274,2.77,12,10,0.188,7.11,7.11,110,5.98,0,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae3"")",2012-09-04T00:00:00.000,0.387,0,226.3,0,25.41,3.4,0.524,3.4,3,11,0.251,7.31,7.29,15,3.63,227.733,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae4"")",2004-07-12T00:00:00.000,0.316,0,0,0,24.13,0,0.17,3.21,24,5.6,0.243,7.2,7.24,119,4.31,0,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae5"")",2011-08-01T00:00:00.000,0.231,0,0,0,0,0,0.17,2.5,30,18,0.753,0,0,144,4.24,0,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae6"")",2011-12-13T00:00:00.000,0.318,0,0,0,0,0,0.513,3.24,2,16,0.165,7.35,7.45,21,8.37,215.809,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae7"")",2012-09-10T00:00:00.000,0.298,0,254.022,0,26.62,2.75,0.368,3.2,8,7,0.213,7.22,7.26,484,3.21,249.869,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae8"")",2009-08-31T00:00:00.000,0.284,0,193.707,0,24.84,2.83,0.322,5.2,1,12.4,0.176,7.19,7.17,55,3.15,186.604,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fae9"")",1997-08-19T00:00:00.000,0.508,0,0,0,24.38,2.85,0.331,0,0,8,0.189,7.27,7.21,62,3.27,0,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faea"")",1996-06-25T00:00:00.000,0.435,0,0,800,23.84,6.33,0.222,0,0,18,0.15,7.83,7.83,55,7.24,0,40.800833,-73.8645,E14,Bronx River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faeb"")",2003-04-08T00:00:00.000,0.192,0,0,0,24.78,15.38,0.724,5.15,80,8.6,0.08,7.39,7.94,0,11.27,0,40.820833,-73.965333,N3B,125th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faec"")",1979-06-27T00:00:00.000,0,0.8,0,17000,19.8,0,0,0,0,0,0,0,0,0,3.8,0,40.820833,-73.965333,N3B,125th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faed"")",1979-06-27T00:00:00.000,0,0.8,0,17000,19.8,0,0,0,0,0,0,0,0,0,3.8,0,40.820833,-73.965333,N3B,125th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0faee"")",1955-07-27T00:00:00.000,0,0,0,93,25.9,0,0,0,0,0,0,0,0,0,1.4,0,40.820833,-73.965333,N3B,125th Street,,,,,,,,,,,,,,,
